Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
7,2114,"Dixiana Farms LLC ","","Fionn","","DB/BR",Filly,"Fionn","Twirling Candy","Gaelic Gold","","","","","Michael Lee / George Messina",75000
7,2115,"Lane's End, Agent ","","McKinzie --- Garter","","B",Colt,"","McKinzie","Garter","","","","","Jose Gaspar",27000
7,2116,"Pope McLean (Crestwood Farm), Agent XV ","","Financial Whiz","","GR/RO",Colt,"Financial Whiz","Improbable","Gatorette","","","","","Randy Finegan",35000
7,2117,"Havens Bloodstock Agency, Inc., Agent ","","Batran","","B",Colt,"Batran","City of Light","Giant Leap","","","","","Fahad Alotaibi",65000
7,2118,"Denali Stud, Agent XLIV ","","Jamila Maf","","B    ",Filly,"Jamila Maf","McKinzie","Giant Remex (ARG)","","","","","Olga Polushkina",12000
7,2119,"Taylor Made Sales Agency, Agent CCL ","","Volatile --- Gibbet","","GR/RO",Colt,"","Volatile","Gibbet","","","","","Marc Tacher",110000
7,2120,"Bluewater Sales LLC, Agent XXV ","","Seminole Man","","GR/RO",Colt,"Seminole Man","Game Winner","Girl Power","","","","","Randy Finegan",40000
7,2121,"Runnymede Farm LLC, Agent ","","McKinzie's Glory","","B",Filly,"McKinzie's Glory","McKinzie","Glory","","","","","Kenneth McPeek, Agent",100000
7,2122,"Greenfield Farms, Agent V ","","War of Will --- Golden Finale","","B",Colt,"","War of Will","Golden Finale","","","","","West Coast Equine LLC",60000
7,2123,"Taylor Made Sales Agency, Agent for Forrest Hills Farm, LLC ","","Instago","","B",Colt,"Instago","Instagrand","Go No Go","","","","","Triple SSS Equine",45000
7,2124,"Lane's End, Agent ","","Hit Song","","B",Filly,"Hit Song","Maclean's Music","Good Cause","","","","","Madel Consuelo Gonzalez",30000
7,2125,"Havens Bloodstock Agency, Inc., Agent ","","Ragazzone","","B",Colt,"Ragazzone","Union Rags","Good Creation","","","","","Out",0
7,2126,"Garrencasey Sales LLC, Agent II ","","Maclean's Music --- Gorgeous in Rags","","CH",Filly,"","Maclean's Music","Gorgeous in Rags","","","","","Grade One LLC",30000
7,2127,"Summerfield (Francis and Barbara Vanlangendonck), Agent X ","","Flatter --- Gospel Girl","","GR/RO",Colt,"","Flatter","Gospel Girl","","","","","R.N.A. (70,000)",---
7,2128,"Columbiana Farm LLC, Agent I ","","Tiz the Law --- Great Return","","DB/BR",Filly,"","Tiz the Law","Great Return","","","","","Winner Circle Racing Stable Corp.",17000
7,2129,"Eaton Sales, Agent ","","Instagrand --- Green Waters","","B",Colt,"","Instagrand","Green Waters","","","","","R.N.A. (37,000)",---
7,2130,"Hunter Valley Farm, Agent ","","Justify --- Groton Circle","","CH",Filly,"","Justify","Groton Circle","","","","","Joshua Galindo",10000
7,2131,"Hunter Valley Farm, Agent ","","Practical Joke --- Gymnastic","","B",Filly,"","Practical Joke","Gymnastic","","","","","Derryconnor Stud",45000
7,2132,"Pope McLean (Crestwood Farm), Agent XVII ","","Haloshipman","","B    ",Colt,"Haloshipman","Midshipman","Halo's Paradise","","","","","Jeffrey Bloom, Agent for The Line Racing",40000
7,2133,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Winning Fortune","","CH",Colt,"Winning Fortune","Game Winner","Haynesfest","","","","","Kenneth McPeek, Agent",275000
7,2134,"Machmer Hall Sales, Agent for Machmer Hall et al. IV ","","Raising Kane","","B",Colt,"Raising Kane","Girvin","Healthful","","","","","Blazing Saddles",25000
7,2135,"Lane's End, Agent ","","Bolt d'Oro --- Heart of Destiny","","B",Filly,"","Bolt d'Oro","Heart of Destiny","","","","","CM Thoroughbreds",25000
7,2136,"Denali Stud, Agent for WinStar Farm Bred & Raised ","","Reimagine","","B    ",Filly,"Reimagine","Tom's d'Etat","Heavenly Sis","","","","","Louie Roussel",70000
7,2137,"Terrazas Thoroughbreds, Agent II ","","Devils Rock","","CH   ",Colt,"Devils Rock","Connect","Hollow Rock","","","","","R.N.A. (22,000)",---
7,2138,"Hill 'n' Dale at Xalapa, Agent ","","Hollywood Mayhem","","DB/BR",Colt,"Hollywood Mayhem","Omaha Beach","Hollywood Heroine","","","","","Summit Equine LLC",90000
7,2139,"Highgate Sales, Agent XV ","","Incognito Burrito","","CH",Filly,"Incognito Burrito","Practical Joke","Homemade Salsa","","","","","R.N.A. (65,000)",---
7,2140,"Highgate Sales, Agent XXX ","","Rockin His Sox Off","","B",Filly,"Rockin His Sox Off","Malibu Moon","Honey's Sox Appeal","","","","","Out",0
7,2141,"Darby Dan Farm, Agent V ","","Dialed In --- Honored Promise","","DB/BR",Filly,"","Dialed In","Honored Promise","","","","","Marc A. Wampler, Agent for Pocket Aces Racing",37000
7,2142,"Lane's End, Agent ","","Uncle Mo --- Ifurhappynuknowit","","B",Colt,"","Uncle Mo","Ifurhappynuknowit","","","","","3 Friends",42000
7,2143,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for Brookfield Stud","","Her Holy Name","","CH   ",Filly,"Her Holy Name","Kantharos","I'll Take That","","","","","John A. Hancock Racing",50000
7,2144,"Gainesway, Agent XXXIV ","","Dazzling Queen","","DB/BR",Filly,"Dazzling Queen","McKinzie","Indian Legend","","","","","Chapman and Tsujimoto",7000
7,2145,"Machmer Hall Sales, Agent for WinStar Farm Bred & Raised ","","Indigo Wind","","B    ",Colt,"Indigo Wind","Laoban","Indigo Gin","","","","","Chapman and Tsujimoto",3000
7,2146,"Legacy Bloodstock, Agent XXII ","","Volatile --- Indomitable Spirit","","GR/RO",Colt,"","Volatile","Indomitable Spirit","","","","","R.N.A. (37,000)",---
7,2147,"Pope McLean (Crestwood Farm), Agent III ","","Meeting St","","DB/BR",Filly,"Meeting St","Lord Nelson","Invested Prospect","","","","","William Denzik ",12000
7,2148,"Lane's End, Agent ","","Always Jane","","DB/BR",Filly,"Always Jane","Constitution","I Thee Wed","","","","","Lugamo Racing Stables",50000
7,2149,"Trackside Farm (Tom Evans), Agent VI ","","Vino Rosso --- It'schemistrybaby","","CH",Colt,"","Vino Rosso","It'schemistrybaby","","","","","Jeffrey Bloom, Agent for The Line Racing",20000
7,2150,"Eaton Sales, Agent ","","Maclean's Music --- Jamboree","","CH",Filly,"","Maclean's Music","Jamboree","","","","","R.N.A. (87,000)",---
7,2151,"Hill 'n' Dale at Xalapa, Agent ","","War of Will --- Joyful Cat","","B",Filly,"","War of Will","Joyful Cat","","","","","R.N.A. (35,000)",---
7,2152,"Garrencasey Sales LLC, Agent V ","","Audible --- Juliette Ava","","B",Colt,"","Audible","Juliette Ava","","","","","Becky Thomas, Agent",75000
7,2153,"Bedouin Bloodstock, Agent V ","","Hard Spun --- June Ann (IRE)","","B",Colt,"","Hard Spun","June Ann (IRE)","","","","","R.N.A. (22,000)",---
7,2154,"Trackside Farm (Tom Evans), Agent V ","","Hope She Fires","","B",Filly,"Hope She Fires","War of Will","Just a Little Hope","","","","","Gary Barber",35000
7,2155,"Legacy Bloodstock, Agent VII ","","Game Winner --- Kajawa","","GR/RO",Colt,"","Game Winner","Kajawa","","","","","Winchell Thoroughbreds LLC",95000
7,2156,"Pope McLean (Crestwood Farm), Agent VI ","","Violence --- Katouni","","B",Filly,"","Violence","Katouni","","","","","Dolmen Bloodstock",10000
7,2157,"Nursery Place, Agent ","","Kantharos --- Keening","","CH",Filly,"","Kantharos","Keening","","","","","Out",0
7,2158,"Hunter Valley Farm, Agent ","","Dawn After Dawn","","B",Filly,"Dawn After Dawn","Complexity","Kencho","","","","","Ike and Dawn Thrash",60000
7,2159,"Lane's End, Agent ","","Brereton's Baytown","","B    ",Colt,"Brereton's Baytown","Upstart","Kika","","","","","Baytown Partnerships/Resolute Racing Alliance",17000
7,2160,"Gainesway, Agent XXXI ","","Uncle Mo --- Kim K","","B",Colt,"","Uncle Mo","Kim K","","","","","3 Friends",185000
7,2161,"Scott Mallory, Agent for Spendthrift Farm LLC ","","Omaha Beach --- Kool Kat","","B",Filly,"","Omaha Beach","Kool Kat","","","","","Boone Bromagen",62000
7,2162,"Denali Stud, Agent XI ","","Practical Joke --- Krissys Manicure","","B",Colt,"","Practical Joke","Krissys Manicure","","","","","Out",0
7,2163,"Machmer Hall Sales, Agent for Machmer Hall ","","Catalina Cruiser --- Lady","","B    ",Colt,"","Catalina Cruiser","Lady","","","","","Craig Wheeler",30000
7,2164,"Machmer Hall Sales, Agent for Machmer Hall et al. I ","","Gift Box --- Lady Bellamy","","B",Filly,"","Gift Box","Lady Bellamy","","","","","AB Thoroughbreds",20000
7,2165,"Hunter Valley Farm, Agent ","","Bernardini --- Lady Candy (TUR)","","B",Filly,"","Bernardini","Lady Candy (TUR)","","","","","Out",0
7,2166,"Bluewater Sales LLC, Agent XVI ","","McKinzie --- Lady Dude","","B",Filly,"","McKinzie","Lady Dude","","","","","R.N.A. (50,000)",---
7,2167,"Pope McLean (Crestwood Farm), Agent for Eric Antonio Delvalle","","Vekoma --- Lady Hansen","","GR/RO",Filly,"","Vekoma","Lady Hansen","","","","","BMF, Inc.",130000
7,2168,"Hill 'n' Dale at Xalapa, Agent ","","Magic Band","","CH   ",Filly,"Magic Band","Kitten's Joy","Lady of the Canyon","","","","","Bach Stables ",22000
7,2169,"Machmer Hall Sales, Agent for Machmer Hall et al. ","","Dialed In --- L. A. Magic","","DB/BR",Filly,"","Dialed In","L. A. Magic","","","","","R.N.A. (55,000)",---
7,2170,"Gainesway, Agent XLV ","","Practical Joke --- Landon","","CH",Filly,"","Practical Joke","Landon","","","","","Ronnie Edmondson",75000
7,2171,"Lane's End, Agent ","","Complexity --- Lazy Daisy","","B",Colt,"","Complexity","Lazy Daisy","","","","","Superfine Farms",105000
7,2172,"Denali Stud, Agent for Stonestreet Bred & Raised ","","Rubic Kubic","","B",Colt,"Rubic Kubic","Bernardini","Le Relais","","","","","Glockenburg Holdings Anstalt",15000
7,2173,"Pope McLean (Crestwood Farm), Agent ","","Dark Complex","","DB/BR",Filly,"Dark Complex","Complexity","Let Me Entertain U","","","","","Southern Springs Stables",25000
7,2174,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Ghostzapper --- Light Green","","B",Colt,"","Ghostzapper","Light Green","","","","","Out",0
7,2175,"Lane's End, Agent ","","Twirling Candy --- Lily Pod","","DB/BR",Colt,"","Twirling Candy","Lily Pod","","","","","Pro Racing Stable",95000
7,2176,"Scott Mallory, Agent XIV ","","Tharwan","","DB/BR",Colt,"Tharwan","Vino Rosso","Lisa's Tale","","","","","FMQ Stables",70000
7,2177,"Legacy Bloodstock, Agent for WinStar Farm Bred & Raised ","","Kevin's Strike","","CH   ",Colt,"Kevin's Strike","Tom's d'Etat","Lisa T.","","","","","Mike McLoughlin",60000
7,2178,"Stonehaven Steadings ","","Powerwashed","","GR/RO",Filly,"Powerwashed","The Factor","Long Approach","","","","","Qualified TR Under the Millard R Seldin RVOC Trust",65000
7,2179,"Eaton Sales, Agent ","","Bourbonator","","B",Colt,"Bourbonator","Tiz the Law","Lookintogetlucky","","","","","Blazing Saddles",40000
7,2180,"Bedouin Bloodstock, Agent ","","Violence --- Love Hurts","","B",Filly,"","Violence","Love Hurts","","","","","Matthew Dohman",50000
7,2181,"Denali Stud, Agent II ","","Alfaisal Almaslul","","GR/RO",Colt,"Alfaisal Almaslul","City of Light","Lovely Lookin","","","","","FMQ Stables",65000
7,2182,"Bluewater Sales LLC, Agent XIV ","","Breedo Mamba","","B    ",Colt,"Breedo Mamba","Improbable","Lovemeorleaveme","","","","","K.O.I.D. Co.",27000
7,2183,"Upson Downs Farm, Agent V ","","Global Quote","","DB/BR",Colt,"Global Quote","Global Campaign","Love Quote","","","","","Meridian",235000
7,2184,"Hill 'n' Dale at Xalapa, Agent ","","Good Magic --- Lyrical Lady","","DB/BR",Colt,"","Good Magic","Lyrical Lady","","","","","Out",0
7,2185,"Machmer Hall Sales, Agent for Machmer Hall ","","Army Mule --- Madagascat","","CH",Colt,"","Army Mule","Madagascat","","","","","Out",0
7,2186,"Dixiana Farms LLC ","","The Factor --- Madame Clouseau (IRE)","","B",Filly,"","The Factor","Madame Clouseau (IRE)","","","","","Pro Racing Stable",60000
7,2187,"Gainesway, Agent XLIV ","","More Than Ready --- Maggi O'Prado","","CH",Colt,"","More Than Ready","Maggi O'Prado","","","","","R.N.A. (45,000)",---
7,2188,"Machmer Hall Sales, Agent for Machmer Hall ","","Kantharos --- Magical Kiss","","CH   ",Colt,"","Kantharos","Magical Kiss","","","","","R.N.A. (17,000)",---
7,2189,"Machmer Hall Sales, Agent IV ","","Shancelot --- Magnolias in Bloom","","DB/BR",Colt,"","Shancelot","Magnolias in Bloom","","","","","Waves Bloodstock",130000
7,2190,"Eaton Sales, Agent ","","Majestic Song","","B    ",Filly,"Majestic Song","Audible","Majestica","","","","","R.N.A. (17,000)",---
7,2191,"Hunter Valley Farm, Agent ","","Bolt d'Oro --- Major Z","","B",Filly,"","Bolt d'Oro","Major Z","","","","","Quarter Pole Enterprises LLC",80000
7,2192,"Machmer Hall Sales, Agent X ","","Maximus Mischief --- Make a Toast","","B",Colt,"","Maximus Mischief","Make a Toast","","","","","R.N.A. (55,000)",---
7,2193,"Gainesway, Agent XXVIII ","","Constitution --- Maria Maria","","B",Filly,"","Constitution","Maria Maria","","","","","Oracle Bloodstock, Agent",200000
7,2194,"Taylor Made Sales Agency, Agent LXVI ","","American Pharoah --- Marquee","","DB/BR",Colt,"","American Pharoah","Marquee","","","","","Brighton Bloodstock",37000
7,2195,"Havens Bloodstock Agency, Inc., Agent ","","Mazilynn","","GR/RO",Filly,"Mazilynn","Cupid","Mazella","","","","","Out",0
7,2196,"Gainesway, Agent X ","","Golden Gamble","","B",Filly,"Golden Gamble","Laoban","Me and Mine","","","","","Kenneth McPeek, Agent",200000
7,2197,"Hill 'n' Dale at Xalapa, Agent ","","Improbable --- Mekong Delta","","CH   ",Filly,"","Improbable","Mekong Delta","","","","","Potrero Stables",20000
7,2198,"Hunter Valley Farm, Agent ","","Iron (FR)","","CH",Colt,"Iron (FR)","Sottsass (FR)","Melija (GER)","","","","","R.N.A. (95,000)",---
7,2199,"Lane's End, Agent ","","War of Will --- Mermaid of Honor","","B",Colt,"","War of Will","Mermaid of Honor","","","","","H T C",32000
7,2200,"Hill 'n' Dale at Xalapa, Agent ","","Army Mule --- Midnight Embrace","","B    ",Colt,"","Army Mule","Midnight Embrace","","","","","R.N.A. (70,000)",---
7,2201,"Bedouin Bloodstock, Agent VI ","","Improbable --- Midnight Fantasy","","GR/RO",Filly,"","Improbable","Midnight Fantasy","","","","","West Coast Equine LLC",27000
7,2202,"Hill 'n' Dale at Xalapa, Agent ","","Magic Flower","","CH",Filly,"Magic Flower","Good Magic","Mille Fleurs","","","","","Melnikov",105000
7,2203,"Gainesway, Agent XXXVII ","","Authentic --- Mimi's Tiz","","B",Colt,"","Authentic","Mimi's Tiz","","","","","Bartolome Mafla Herrara",17000
7,2204,"Lane's End, Agent ","","Volatile --- Miner's Cat","","GR/RO",Filly,"","Volatile","Miner's Cat","","","","","West Coast Equine LLC",65000
7,2205,"Greenfield Farms, Agent XIV ","","Rags to Diamonds","","B",Filly,"Rags to Diamonds","Union Rags","Mining Diamonds","","","","","R.N.A. (35,000)",---
7,2206,"Eaton Sales, Agent ","","Dunamis","","B",Colt,"Dunamis","Game Winner","Miss Dixie Cup","","","","","Terry Green",145000
7,2207,"Scott Mallory, Agent I ","","Fell in Love","","GR/RO",Filly,"Fell in Love","Complexity","Miss Henny Penny","","","","","Jeff Runco, Agent for David Raim",65000
7,2208,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Starborn","","B",Filly,"Starborn","Munnings","Miss Mo Kelly","","","","","Deuce Greathouse Agent / Robert Masterson",250000
7,2209,"Nursery Place, Agent ","","Liam's Map --- Miss Sammy","","GR/RO",Colt,"","Liam's Map","Miss Sammy","","","","","R.N.A. (85,000)",---
7,2210,"Bill Murphy, Agent VIII ","","Uncle Mo --- Miss Vindictive","","B",Filly,"","Uncle Mo","Miss Vindictive","","","","","BMF, Inc.",150000
7,2211,"Gainesway, Agent III ","","Via Veneto","","B",Filly,"Via Veneto","Malibu Moon","Mistress of Petra","","","","","X-Men Racing",100000
7,2212,"Hill 'n' Dale at Xalapa, Agent ","","Ghostzapper --- Mo Emma","","DB/BR",Filly,"","Ghostzapper","Mo Emma","","","","","Mark Glatt, Agent",95000
7,2213,"Taylor Made Sales Agency, Agent LVI ","","Union Rags --- Money Never Sleeps","","CH",Colt,"","Union Rags","Money Never Sleeps","","","","","David Nunez",25000
7,2214,"Highgate Sales, Agent XXIII ","","Tiz the Law --- Moonlight Sky","","B",Filly,"","Tiz the Law","Moonlight Sky","","","","","Tom McCrocklin",170000
7,2215,"Machmer Hall Sales, Agent for St. Simon Place and Scott Stephens","","Alameed","","B",Colt,"Alameed","Omaha Beach","Moon River Gal","","","","","Athbah Racing",110000
7,2216,"Lane's End, Agent ","","Authentic --- Moonstone","","B",Filly,"","Authentic","Moonstone","","","","","Domingo Spadaro",55000
7,2217,"Machmer Hall Sales, Agent for Machmer Hall et al. III ","","Jimmy Creed --- Moon Vision","","B",Colt,"","Jimmy Creed","Moon Vision","","","","","Grassroots Training & Sales LLC",65000
7,2218,"Taylor Made Sales Agency, Agent CLXXIII ","","Coeur Rouge","","B",Filly,"Coeur Rouge","Hard Spun","Mourette","","","","","Kevin B & Patricia M Fontenot",30000
7,2219,"Scott Mallory, Agent for Spendthrift Farm LLC ","","Beach Hero","","DB/BR",Colt,"Beach Hero","Omaha Beach","Mundy Road","","","","","Tom Thornbury, Agent",130000
7,2220,"Taylor Made Sales Agency, Agent CCL ","","Practical Joke --- My Aunt Mo","","B",Filly,"","Practical Joke","My Aunt Mo","","","","","Marc Tacher",60000
7,2221,"Stonehaven Steadings, Agent for Robert Evans ","","Audible --- My Mo","","B",Colt,"","Audible","My Mo","","","","","Rigney Racing",210000
7,2222,"Garrencasey Sales LLC, Agent VIII ","","My Perfect Wave","","CH",Filly,"My Perfect Wave","American Pharoah","My Perfect Ten","","","","","Gayle Van Leer, Agent",60000
7,2223,"Machmer Hall Sales, Agent for Machmer Hall I ","","Echo Town --- Mystic Miracle","","CH",Filly,"","Echo Town","Mystic Miracle","","","","","Out",0
7,2224,"Runnymede Farm LLC, Agent ","","Omaha Beach --- Mystra","","CH",Filly,"","Omaha Beach","Mystra","","","","","Blu Boy Racing Stable LLC",35000
7,2225,"Garrencasey Sales LLC, Agent I ","","Chases Magic","","B",Colt,"Chases Magic","Complexity","Narrow Sea","","","","","Tom Amoss, Agent",130000
7,2226,"Machmer Hall Sales, Agent VI ","","Mitole --- Nashoba's Candy","","GR/RO",Colt,"","Mitole","Nashoba's Candy","","","","","Triple J Equine Sales",25000
7,2227,"Machmer Hall Sales, Agent XII ","","Instilled Regard --- Nevisian Sunset","","DB/BR",Colt,"","Instilled Regard","Nevisian Sunset","","","","","Margaret O'Toole",70000
7,2228,"Lane's End, Agent ","","Discotheque","","DB/BR",Colt,"Discotheque","Connect","New Hope Road","","","","","Deuce Greathouse, Agent for Pura Vida Investments",210000
7,2229,"Bedouin Bloodstock, Agent VI ","","Flyin Ryan","","CH",Colt,"Flyin Ryan","Improbable","Nicksappealinglady","","","","","Eric & Brooklyn Foster",17000
7,2230,"Denali Stud, Agent XVI ","","Authentic --- Night and Day","","DB/BR",Colt,"","Authentic","Night and Day","","","","","Out",0
7,2231,"Garrencasey Sales LLC, Agent II ","","McKinzie --- Nite in Rome","","B",Colt,"","McKinzie","Nite in Rome","","","","","Out",0
7,2232,"Nursery Place, Agent ","","War of Will --- Not Swayed","","B",Filly,"","War of Will","Not Swayed","","","","","Full of Run Racing II, LLC",50000
7,2233,"Denali Stud, Agent XLVI ","","Candy Ride (ARG) --- Octava","","DB/BR",Filly,"","Candy Ride (ARG)","Octava","","","","","Out",0
7,2234,"Eaton Sales, Agent ","","Laoban --- O' Maggi","","B",Colt,"","Laoban","O' Maggi","","","","","Calumet Farm",70000
7,2235,"Lane's End, Agent for Coteau Grove Farms ","","Vekoma --- One Moment in Time","","B",Filly,"","Vekoma","One Moment in Time","","","","","R.N.A. (22,000)",---
